mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7000479,2025-11-25,ML-200053,3,768.42,OH
MM-7000480,2025-09-07,ML-200070,4,651.8,FL
MM-7000481,2025-10-17,ML-200076,3,222.75,CA
MM-7000482,2026-05-27,ML-200001,3,969.68,PA
MM-7000483,2026-05-20,ML-200063,2,252.69,FL
MM-7000484,2026-02-02,ML-200008,1,17.11,FL
MM-7000485,2025-12-21,ML-200007,1,202.56,CA
MM-7000486,2025-11-09,ML-200097,3,63.71,PA
MM-7000487,2026-02-25,ML-200027,2,352.96,OH
MM-7000488,2025-09-17,ML-200074,1,23.69,IL
MM-7000489,2025-08-11,ML-200039,3,127.43,PA
MM-7000490,2026-05-26,ML-200058,3,259.3,IL
MM-7000491,2026-03-04,ML-200037,1,279.47,TX
MM-7000492,2026-04-24,ML-200081,3,536.06,GA
MM-7000493,2025-06-24,ML-200075,2,292.13,WA
MM-7000494,2025-09-12,ML-200010,4,541.73,NY
MM-7000495,2025-10-08,ML-200025,2,351.62,CA
MM-7000496,2026-03-18,ML-200091,3,1815.85,NY
MM-7000497,2026-05-29,ML-200087,1,10.06,TX
MM-7000498,2025-09-09,ML-200094,4,120.21,OH
MM-7000499,2026-01-10,ML-200012,1,137.99,TX
MM-7000500,2025-08-25,ML-200013,3,232.88,WA
MM-7000501,2025-06-25,ML-200056,2,460.56,NY
MM-7000502,2026-02-27,ML-200040,1,82.6,PA
MM-7000503,2025-12-17,ML-200016,1,238.37,NJ
MM-7000504,2026-01-20,ML-200089,2,215.25,WA
MM-7000505,2026-03-31,ML-200056,2,457.18,GA
MM-7000506,2026-01-20,ML-200082,2,146.28,WA
MM-7000507,2025-11-18,ML-200086,3,152.23,TX
MM-7000508,2026-01-28,ML-200064,1,195.21,NJ
MM-7000509,2025-11-28,ML-200067,3,310.33,NY
MM-7000510,2026-05-28,ML-200097,2,42.55,FL
MM-7000511,2026-01-23,ML-200070,3,482.23,CA
MM-7000512,2025-10-14,ML-200096,3,18.83,TX
MM-7000513,2026-02-15,ML-200059,4,723.63,GA
MM-7000514,2025-08-11,ML-200053,3,792.53,WA
MM-7000515,2025-11-24,ML-200038,4,435.34,PA
MM-7000516,2025-10-16,ML-200022,1,116.05,FL
MM-7000517,2025-10-29,ML-200008,1,16.99,PA
MM-7000518,2025-08-20,ML-200024,2,55.71,OH
MM-7000519,2026-01-01,ML-200069,3,334.82,TX
MM-7000520,2025-08-30,ML-200068,4,63.35,GA
MM-7000521,2025-10-11,ML-200045,4,429.68,CA
MM-7000522,2026-01-14,ML-200049,2,651.84,WA
MM-7000523,2025-12-02,ML-200018,2,52.41,TX
MM-7000524,2026-04-14,ML-200044,1,252.4,IL
MM-7000525,2025-07-04,ML-200024,1,27.88,GA
MM-7000526,2025-06-02,ML-200073,4,689.81,PA
MM-7000527,2025-06-19,ML-200019,4,470.07,FL
MM-7000528,2025-08-23,ML-200054,2,44.48,FL
MM-7000529,2026-04-03,ML-200085,4,1084.81,CA
MM-7000530,2025-07-13,ML-200059,3,534.34,CA
MM-7000531,2026-03-25,ML-200027,3,534.42,PA
MM-7000532,2025-09-03,ML-200025,2,345.01,CA
MM-7000533,2025-06-27,ML-200054,4,88.02,PA
MM-7000534,2025-12-11,ML-200059,3,537.4,TX
MM-7000535,2025-11-27,ML-200084,3,182.6,OH
MM-7000536,2026-02-16,ML-200025,1,178.27,NY
MM-7000537,2026-02-27,ML-200089,2,211.98,OH
MM-7000538,2025-12-27,ML-200011,3,575.97,TX
MM-7000539,2025-06-28,ML-200092,3,850.69,OH
MM-7000540,2026-05-24,ML-200062,1,71.96,TX
MM-7000541,2025-09-15,ML-200035,1,141.13,NY
MM-7000542,2025-12-08,ML-200004,1,252.07,NJ
MM-7000543,2026-02-24,ML-200057,4,840.29,WA
MM-7000544,2026-05-14,ML-200069,3,333.29,PA
MM-7000545,2025-09-17,ML-200056,3,684.21,IL
MM-7000546,2025-10-11,ML-200011,4,765.25,NJ
MM-7000547,2025-06-03,ML-200059,3,548.87,PA
MM-7000548,2026-05-18,ML-200027,4,704.82,IL
MM-7000549,2025-07-01,ML-200029,2,39.23,CA
MM-7000550,2025-07-12,ML-200037,1,280.4,FL
MM-7000551,2025-06-15,ML-200097,1,21.08,NY
MM-7000552,2026-01-01,ML-200016,1,236.18,WA
MM-7000553,2025-09-30,ML-200071,3,307.06,NJ
MM-7000554,2026-03-04,ML-200057,3,650.13,WA
MM-7000555,2025-11-22,ML-200062,3,221.63,OH
MM-7000556,2026-01-24,ML-200020,4,303.26,IL
MM-7000557,2026-01-18,ML-200092,1,292.57,NY
MM-7000558,2026-01-11,ML-200036,1,35.2,TX
MM-7000559,2025-08-17,ML-200087,3,29.42,IL
MM-7000560,2026-05-11,ML-200097,2,42.03,TX
MM-7000561,2025-09-11,ML-200053,3,781.23,OH
MM-7000562,2026-05-26,ML-200061,1,177.03,NY
MM-7000563,2025-09-10,ML-200085,4,1076.71,PA
MM-7000564,2025-06-01,ML-200013,2,158.06,IL
MM-7000565,2025-09-25,ML-200086,3,152.01,CA
MM-7000566,2026-03-04,ML-200090,4,197.78,FL
MM-7000567,2026-03-08,ML-200077,4,303.71,NY
MM-7000568,2026-05-30,ML-200015,3,771.67,PA
MM-7000569,2025-09-13,ML-200044,4,982.53,IL
MM-7000570,2025-12-01,ML-200062,3,213.29,NJ
MM-7000571,2025-09-17,ML-200101,4,209.59,TX
MM-7000572,2025-11-05,ML-200022,2,236.67,FL
MM-7000573,2025-10-15,ML-200058,1,81.01,NY
MM-7000574,2025-10-22,ML-200046,1,35.13,OH
MM-7000575,2026-05-27,ML-200021,2,591.93,GA
MM-7000576,2026-03-16,ML-200007,3,627.96,IL
MM-7000577,2026-05-27,ML-200036,2,72.92,TX
MM-7000578,2026-05-20,ML-200054,4,86.21,PA
MM-7000579,2025-07-16,ML-200036,2,70.91,WA
MM-7000580,2025-08-24,ML-200100,1,58.56,WA
MM-7000581,2026-03-02,ML-200079,2,95.01,OH
MM-7000582,2026-03-22,ML-200065,3,530.88,IL
MM-7000583,2025-07-14,ML-200053,1,262.75,FL
MM-7000584,2026-02-27,ML-200082,1,73.2,NY
MM-7000585,2025-06-27,ML-200019,2,235.97,GA
MM-7000586,2026-04-22,ML-200097,2,41.98,FL
MM-7000587,2026-03-01,ML-200079,2,95.23,WA
MM-7000588,2025-06-07,ML-200079,2,94.55,FL
MM-7000589,2025-12-22,ML-200079,4,189.45,TX
MM-7000590,2025-07-11,ML-200008,1,16.98,NY
MM-7000591,2025-09-17,ML-200058,4,331.09,OH
MM-7000592,2025-11-12,ML-200023,4,610.93,IL
MM-7000593,2025-08-28,ML-200080,2,162.51,WA
MM-7000594,2026-04-28,ML-200044,3,746.93,PA
MM-7000595,2026-04-29,ML-200029,2,39.06,GA
MM-7000596,2026-05-11,ML-200073,3,527.37,NJ
MM-7000597,2026-01-31,ML-200078,2,332.75,CA
MM-7000598,2025-07-30,ML-200001,1,322.1,TX
MM-7000599,2025-06-16,ML-200092,2,599.96,OH
MM-7000600,2025-10-08,ML-200044,4,947.55,IL
MM-7000601,2026-01-18,ML-200078,2,321.87,IL
MM-7000602,2026-04-18,ML-200065,2,363.63,OH
MM-7000603,2026-01-25,ML-200073,3,525.65,WA
MM-7000604,2026-03-04,ML-200088,3,527.66,IL
MM-7000605,2025-06-25,ML-200026,1,281.04,PA
MM-7000606,2025-07-04,ML-200086,2,98.18,OH
MM-7000607,2025-09-30,ML-200034,1,38.66,OH
MM-7000608,2025-08-15,ML-200034,4,155.68,CA
MM-7000609,2026-05-11,ML-200076,2,154.84,FL
MM-7000610,2025-11-23,ML-200086,1,49.12,CA
MM-7000611,2026-03-19,ML-200020,4,297.56,TX
MM-7000612,2026-02-09,ML-200024,3,81.41,OH
MM-7000613,2025-11-19,ML-200054,2,43.11,NJ
MM-7000614,2025-11-26,ML-200037,3,808.54,OH
MM-7000615,2025-09-03,ML-200070,3,481.79,FL
MM-7000616,2025-09-14,ML-200034,1,38.85,NJ
MM-7000617,2025-12-04,ML-200035,3,421.58,CA
MM-7000618,2026-02-19,ML-200008,3,50.77,OH
MM-7000619,2026-01-24,ML-200084,4,245.31,WA
MM-7000620,2025-07-02,ML-200039,4,162.95,NJ
MM-7000621,2025-09-12,ML-200039,4,170.65,PA
MM-7000622,2025-11-06,ML-200024,4,109.75,NY
MM-7000623,2026-01-12,ML-200082,3,214.61,TX
MM-7000624,2025-09-04,ML-200098,3,101.16,CA
MM-7000625,2025-11-16,ML-200046,3,105.03,FL
MM-7000626,2025-07-27,ML-200092,4,1164.88,CA
MM-7000627,2026-02-25,ML-200085,4,1085.69,FL
MM-7000628,2025-12-26,ML-200064,1,198.65,OH
MM-7000629,2025-07-17,ML-200004,3,708.33,NJ
MM-7000630,2025-10-24,ML-200081,4,708.5,NY
MM-7000631,2026-01-01,ML-200076,3,228.76,OH
MM-7000632,2025-12-28,ML-200080,4,329.4,NJ
MM-7000633,2025-09-17,ML-200028,4,865.74,PA
MM-7000634,2025-08-23,ML-200047,3,947.65,FL
MM-7000635,2025-08-24,ML-200031,2,61.71,OH
MM-7000636,2025-09-30,ML-200077,4,302.73,GA
MM-7000637,2026-05-08,ML-200003,4,527.2,TX
MM-7000638,2025-11-10,ML-200078,3,474.17,OH
MM-7000639,2025-09-01,ML-200023,2,307.78,PA
MM-7000640,2026-03-24,ML-200066,3,346.09,PA
MM-7000641,2025-08-05,ML-200051,1,350.82,NY
MM-7000642,2025-11-08,ML-200081,2,356.09,NJ
MM-7000643,2025-06-11,ML-200089,1,106.41,NJ
MM-7000644,2025-08-16,ML-200015,2,504.09,TX
MM-7000645,2025-12-18,ML-200026,1,279.22,PA
MM-7000646,2025-12-12,ML-200073,4,705.57,WA
MM-7000647,2026-01-14,ML-200064,1,198.54,CA
MM-7000648,2025-09-01,ML-200052,1,24.82,IL
MM-7000649,2025-11-23,ML-200012,1,135.67,WA
MM-7000650,2025-07-30,ML-200012,2,272.2,NJ
MM-7000651,2026-03-31,ML-200035,1,143.79,NJ
MM-7000652,2026-03-24,ML-200023,1,152.64,PA
MM-7000653,2025-10-18,ML-200033,4,1419.64,FL
MM-7000654,2025-12-09,ML-200029,3,60.59,PA
MM-7000655,2026-02-04,ML-200078,3,492.07,PA
MM-7000656,2025-12-14,ML-200016,1,234.49,PA
MM-7000657,2025-11-02,ML-200072,2,158.8,TX
MM-7000658,2025-08-18,ML-200081,4,714.11,FL
MM-7000659,2026-04-06,ML-200002,3,465.98,NJ
MM-7000660,2026-01-25,ML-200012,3,410.09,CA
MM-7000661,2025-10-09,ML-200017,4,498.62,TX
MM-7000662,2025-08-13,ML-200087,3,30.0,IL
MM-7000663,2025-08-07,ML-200024,2,55.08,PA
MM-7000664,2025-10-15,ML-200025,4,710.17,IL
MM-7000665,2025-10-11,ML-200012,1,137.44,NY
MM-7000666,2026-02-19,ML-200074,1,24.42,TX
MM-7000667,2025-08-02,ML-200096,3,19.1,TX
MM-7000668,2025-06-29,ML-200078,1,161.2,NY
MM-7000669,2025-11-20,ML-200078,1,156.82,OH
MM-7000670,2025-07-27,ML-200005,1,70.67,FL
MM-7000671,2025-07-09,ML-200081,2,348.31,PA
MM-7000672,2025-08-10,ML-200013,4,316.41,WA
MM-7000673,2025-08-30,ML-200054,1,21.83,OH
MM-7000674,2025-10-21,ML-200059,1,180.13,TX
MM-7000675,2025-12-31,ML-200088,3,522.98,FL
MM-7000676,2026-01-09,ML-200072,4,307.13,IL
MM-7000677,2026-01-15,ML-200009,4,558.79,CA
MM-7000678,2025-06-11,ML-200028,4,840.78,TX
MM-7000679,2025-07-02,ML-200024,2,54.55,NY
MM-7000680,2025-10-14,ML-200045,2,215.37,NJ
MM-7000681,2026-01-21,ML-200045,2,213.13,TX
MM-7000682,2025-06-04,ML-200084,1,61.92,OH
MM-7000683,2026-01-16,ML-200052,2,49.61,NY
MM-7000684,2026-02-05,ML-200054,3,65.4,IL
MM-7000685,2026-01-30,ML-200090,4,192.77,TX
MM-7000686,2026-01-17,ML-200065,3,544.49,PA
MM-7000687,2026-05-31,ML-200002,2,315.56,NY
MM-7000688,2025-07-20,ML-200062,1,73.71,PA
MM-7000689,2026-04-07,ML-200026,4,1114.84,GA
MM-7000690,2025-10-30,ML-200015,4,1011.41,FL
MM-7000691,2025-09-19,ML-200014,2,185.96,NJ
MM-7000692,2025-07-30,ML-200054,1,22.11,NY
MM-7000693,2026-03-26,ML-200003,1,139.3,PA
MM-7000694,2026-04-15,ML-200011,3,576.14,NJ
MM-7000695,2025-10-19,ML-200094,4,117.96,GA
MM-7000696,2026-02-16,ML-200078,3,487.64,OH
MM-7000697,2025-06-05,ML-200023,1,155.04,OH
MM-7000698,2026-04-08,ML-200020,1,75.76,NJ
MM-7000699,2026-01-18,ML-200049,4,1333.9,NY
MM-7000700,2025-08-11,ML-200016,4,969.05,WA
MM-7000701,2026-01-23,ML-200046,3,105.92,WA
MM-7000702,2025-07-16,ML-200006,3,48.0,OH
MM-7000703,2026-02-12,ML-200008,3,52.5,IL
MM-7000704,2025-06-13,ML-200052,3,73.85,OH
MM-7000705,2025-09-22,ML-200033,1,358.22,WA
MM-7000706,2026-01-08,ML-200047,3,917.78,WA
MM-7000707,2025-09-13,ML-200040,4,328.8,OH
MM-7000708,2026-01-13,ML-200031,1,31.94,IL
MM-7000709,2025-08-02,ML-200080,1,80.18,NJ
MM-7000710,2026-01-14,ML-200022,1,115.6,TX
MM-7000711,2025-12-16,ML-200050,2,20.75,NJ
MM-7000712,2025-11-14,ML-200007,4,841.85,CA
MM-7000713,2025-10-31,ML-200065,4,710.12,PA
MM-7000714,2026-01-16,ML-200080,4,321.31,NY
MM-7000715,2025-12-19,ML-200077,4,302.27,PA
MM-7000716,2025-08-14,ML-200072,2,161.12,WA
MM-7000717,2025-07-28,ML-200002,2,312.18,WA
MM-7000718,2026-01-05,ML-200050,3,31.05,PA
MM-7000719,2026-01-19,ML-200018,1,26.46,PA
MM-7000720,2026-03-13,ML-200046,4,137.23,CA
MM-7000721,2026-03-27,ML-200073,3,521.08,CA
MM-7000722,2025-12-04,ML-200021,3,918.66,FL
MM-7000723,2025-07-29,ML-200024,3,82.01,IL
MM-7000724,2025-11-28,ML-200059,3,548.45,WA
MM-7000725,2025-06-02,ML-200073,1,177.77,FL
MM-7000726,2026-01-08,ML-200001,1,322.44,WA
MM-7000727,2026-04-13,ML-200094,3,91.28,NY
MM-7000728,2025-06-27,ML-200051,3,1071.16,GA
MM-7000729,2026-04-26,ML-200086,4,198.72,WA
MM-7000730,2025-06-28,ML-200004,4,951.91,NJ
MM-7000731,2025-11-03,ML-200030,2,219.57,NJ
MM-7000732,2025-11-06,ML-200075,1,140.12,NY
MM-7000733,2026-01-12,ML-200062,2,144.39,FL
MM-7000734,2026-02-21,ML-200071,2,205.47,CA
MM-7000735,2026-04-19,ML-200089,2,214.08,NY
MM-7000736,2025-11-24,ML-200046,1,35.51,IL
MM-7000737,2025-11-09,ML-200073,3,527.66,NY
MM-7000738,2026-05-01,ML-200054,1,22.11,IL
MM-7000739,2026-03-03,ML-200060,3,647.69,NY
MM-7000740,2025-07-15,ML-200083,3,133.16,PA
MM-7000741,2025-12-02,ML-200011,1,191.7,FL
MM-7000742,2026-02-05,ML-200001,3,972.19,TX
MM-7000743,2025-08-26,ML-200056,4,937.32,NJ
MM-7000744,2025-09-13,ML-200075,4,573.92,WA
MM-7000745,2026-05-28,ML-200055,2,117.32,CA
MM-7000746,2025-11-17,ML-200076,1,74.75,PA
MM-7000747,2026-01-28,ML-200004,2,482.15,FL
MM-7000748,2026-04-09,ML-200078,4,637.12,WA
MM-7000749,2025-07-26,ML-200091,2,1222.52,IL
MM-7000750,2025-10-07,ML-200084,3,181.78,WA
MM-7000751,2026-05-04,ML-200005,2,145.28,GA
MM-7000752,2026-02-01,ML-200025,2,354.93,WA
MM-7000753,2025-11-12,ML-200089,3,320.16,NY
MM-7000754,2025-12-16,ML-200056,3,679.96,GA
MM-7000755,2025-11-06,ML-200061,1,179.19,NJ
MM-7000756,2025-06-20,ML-200053,2,523.65,CA
MM-7000757,2025-09-25,ML-200046,3,104.68,NJ
MM-7000758,2025-11-02,ML-200010,2,263.65,IL
MM-7000759,2026-05-01,ML-200059,3,550.99,PA
MM-7000760,2025-09-30,ML-200045,3,314.1,CA
MM-7000761,2025-10-04,ML-200095,1,50.33,FL
MM-7000762,2025-11-21,ML-200060,1,206.5,OH
MM-7000763,2026-05-20,ML-200031,4,124.29,WA
MM-7000764,2026-02-24,ML-200045,1,103.9,FL
MM-7000765,2025-12-05,ML-200083,2,85.37,NJ
MM-7000766,2025-12-30,ML-200090,2,99.3,TX
MM-7000767,2026-04-03,ML-200080,3,240.81,IL
MM-7000768,2026-02-25,ML-200097,2,41.49,NY
MM-7000769,2025-11-03,ML-200042,3,314.42,WA
MM-7000770,2025-11-23,ML-200042,4,427.56,TX
MM-7000771,2025-08-17,ML-200054,3,66.39,PA
MM-7000772,2025-09-28,ML-200077,1,76.29,OH
MM-7000773,2025-10-09,ML-200081,3,529.42,GA
MM-7000774,2025-07-09,ML-200059,2,359.7,NJ
MM-7000775,2026-02-11,ML-200083,3,130.87,IL
MM-7000776,2025-11-27,ML-200084,1,61.61,GA
MM-7000777,2025-11-08,ML-200077,2,149.46,OH
MM-7000778,2025-11-09,ML-200015,4,1003.62,TX
MM-7000779,2025-06-18,ML-200074,3,72.59,NJ
MM-7000780,2026-02-18,ML-200079,1,48.73,OH
MM-7000781,2025-12-06,ML-200083,1,43.31,NY
MM-7000782,2026-03-11,ML-200059,2,357.87,OH
MM-7000783,2025-06-06,ML-200007,3,614.22,WA
MM-7000784,2025-12-18,ML-200090,3,148.75,FL
MM-7000785,2025-08-11,ML-200062,1,70.02,FL
MM-7000786,2026-02-02,ML-200094,2,60.34,NY
MM-7000787,2025-08-01,ML-200061,4,736.88,IL
MM-7000788,2026-01-13,ML-200015,2,501.91,CA
MM-7000789,2026-01-11,ML-200056,1,232.24,FL
MM-7000790,2025-07-10,ML-200100,3,173.98,PA
MM-7000791,2026-02-27,ML-200055,2,118.55,GA
MM-7000792,2025-12-29,ML-200042,4,433.72,PA
MM-7000793,2025-08-01,ML-200006,1,15.89,FL
MM-7000794,2026-02-21,ML-200036,4,142.7,WA
MM-7000795,2025-11-22,ML-200069,2,224.41,TX
MM-7000796,2026-04-21,ML-200043,4,251.11,IL
MM-7000797,2025-09-13,ML-200073,2,345.48,CA
MM-7000798,2025-06-10,ML-200063,1,121.33,NJ
MM-7000799,2026-01-22,ML-200056,2,474.6,NJ
MM-7000800,2025-11-22,ML-200059,3,534.73,CA
MM-7000801,2025-09-05,ML-200082,4,298.55,NJ
MM-7000802,2026-02-04,ML-200060,4,835.76,IL
MM-7000803,2025-10-11,ML-200064,2,394.6,WA
MM-7000804,2025-12-09,ML-200092,2,574.71,WA
MM-7000805,2026-02-05,ML-200046,1,35.72,NJ
MM-7000806,2025-12-20,ML-200016,3,700.63,TX
MM-7000807,2025-10-07,ML-200077,4,296.39,GA
MM-7000808,2026-05-27,ML-200050,4,40.44,GA
MM-7000809,2025-11-05,ML-200091,3,1798.2,FL
MM-7000810,2025-07-04,ML-200088,4,707.32,GA
MM-7000811,2025-10-19,ML-200002,3,455.49,PA
MM-7000812,2025-06-26,ML-200055,3,180.98,CA
MM-7000813,2025-11-26,ML-200042,3,313.2,TX
MM-7000814,2026-01-07,ML-200064,2,380.88,CA
MM-7000815,2026-02-10,ML-200026,4,1078.57,NJ
MM-7000816,2025-06-14,ML-200050,3,31.73,TX
MM-7000817,2026-04-02,ML-200081,2,353.28,IL
MM-7000818,2025-08-05,ML-200050,4,42.24,TX
MM-7000819,2025-08-09,ML-200070,1,163.27,CA
MM-7000820,2026-01-20,ML-200053,2,519.88,CA
MM-7000821,2025-08-16,ML-200018,3,80.28,OH
MM-7000822,2025-09-25,ML-200084,2,124.54,FL
MM-7000823,2025-09-14,ML-200022,4,470.45,NJ
MM-7000824,2025-09-11,ML-200001,4,1289.57,NY
MM-7000825,2025-10-12,ML-200007,2,409.26,IL
MM-7000826,2025-08-14,ML-200022,4,471.68,TX
MM-7000827,2026-05-29,ML-200080,4,325.18,NY
MM-7000828,2026-04-09,ML-200013,1,79.36,IL
MM-7000829,2026-04-17,ML-200043,3,191.43,NJ
MM-7000830,2025-07-24,ML-200065,2,361.42,CA
MM-7000831,2026-03-06,ML-200091,3,1824.45,GA
MM-7000832,2025-07-11,ML-200080,1,81.69,FL
MM-7000833,2025-10-30,ML-200094,4,121.33,OH
MM-7000834,2025-12-12,ML-200001,3,965.64,OH
MM-7000835,2025-12-26,ML-200028,2,433.8,NY
MM-7000836,2025-09-11,ML-200060,3,625.07,PA
MM-7000837,2026-05-16,ML-200037,3,835.86,TX
MM-7000838,2026-05-31,ML-200002,3,470.7,OH
MM-7000839,2025-11-20,ML-200009,4,554.96,PA
MM-7000840,2026-04-24,ML-200009,2,282.12,PA
MM-7000841,2026-03-23,ML-200001,1,321.01,TX
MM-7000842,2026-01-05,ML-200083,2,88.03,NJ
MM-7000843,2025-09-14,ML-200031,4,124.05,NJ
MM-7000844,2026-04-05,ML-200011,2,381.17,IL
MM-7000845,2026-03-31,ML-200080,4,326.52,TX
MM-7000846,2025-11-10,ML-200026,2,556.56,OH
MM-7000847,2025-12-17,ML-200001,1,323.1,TX
MM-7000848,2026-01-29,ML-200094,4,120.15,NY
MM-7000849,2026-05-09,ML-200024,4,110.6,IL
MM-7000850,2026-03-06,ML-200055,2,121.7,GA
MM-7000851,2025-06-09,ML-200067,1,105.9,NJ
MM-7000852,2025-12-04,ML-200060,2,422.06,NJ
MM-7000853,2025-11-07,ML-200092,1,289.95,FL
MM-7000854,2025-06-10,ML-200013,4,321.47,NJ
MM-7000855,2026-01-06,ML-200087,1,10.02,WA
MM-7000856,2025-11-21,ML-200087,2,20.13,TX
MM-7000857,2026-02-26,ML-200086,1,48.71,TX
MM-7000858,2026-05-07,ML-200056,4,925.02,FL
MM-7000859,2025-11-25,ML-200005,1,72.49,OH
MM-7000860,2026-05-16,ML-200013,3,236.23,NY
MM-7000861,2025-08-21,ML-200085,4,1081.95,IL
MM-7000862,2025-08-16,ML-200043,4,251.65,NJ
MM-7000863,2025-09-17,ML-200031,3,92.17,OH
MM-7000864,2026-03-22,ML-200013,3,231.67,FL
MM-7000865,2025-07-12,ML-200027,4,708.44,NY
MM-7000866,2026-01-31,ML-200007,3,608.52,IL
MM-7000867,2025-08-24,ML-200080,2,164.86,OH
MM-7000868,2025-10-18,ML-200018,3,78.7,PA
MM-7000869,2026-03-02,ML-200004,2,482.96,WA
MM-7000870,2026-04-03,ML-200026,4,1092.33,WA
MM-7000871,2025-12-31,ML-200062,4,282.04,CA
MM-7000872,2026-01-18,ML-200012,3,413.5,IL
MM-7000873,2025-06-06,ML-200068,1,16.28,OH
MM-7000874,2026-01-09,ML-200041,2,377.89,IL
MM-7000875,2025-12-25,ML-200052,1,24.56,PA
MM-7000876,2025-12-24,ML-200005,2,144.49,TX
MM-7000877,2026-03-03,ML-200066,2,236.97,TX
MM-7000878,2026-01-01,ML-200019,2,234.55,OH
MM-7000879,2026-02-23,ML-200093,2,94.82,TX
MM-7000880,2026-05-15,ML-200085,2,553.71,NJ
MM-7000881,2025-12-18,ML-200048,4,668.55,TX
MM-7000882,2025-08-14,ML-200049,1,327.11,NY
MM-7000883,2026-04-15,ML-200082,1,74.03,FL
MM-7000884,2025-07-21,ML-200035,4,554.26,FL
MM-7000885,2026-03-30,ML-200035,2,288.57,NY
MM-7000886,2025-09-10,ML-200004,4,978.63,NY
MM-7000887,2025-08-12,ML-200011,4,775.87,NJ
MM-7000888,2026-03-14,ML-200038,1,109.75,OH
MM-7000889,2026-03-22,ML-200065,4,712.44,FL
MM-7000890,2026-01-05,ML-200036,2,71.11,NY
MM-7000891,2026-03-18,ML-200087,1,9.92,OH
MM-7000892,2025-11-24,ML-200045,1,106.68,TX
MM-7000893,2026-02-14,ML-200013,4,313.9,CA
MM-7000894,2025-08-06,ML-200089,1,106.78,PA
MM-7000895,2026-01-12,ML-200057,1,217.53,PA
MM-7000896,2025-11-30,ML-200098,1,33.74,WA
MM-7000897,2026-02-14,ML-200026,4,1082.24,NY
MM-7000898,2025-06-23,ML-200029,3,59.18,CA
MM-7000899,2025-10-31,ML-200032,4,631.95,CA
MM-7000900,2025-11-24,ML-200054,1,22.4,NY
MM-7000901,2026-04-08,ML-200040,3,246.73,PA
MM-7000902,2026-02-04,ML-200003,3,400.98,NY
MM-7000903,2025-10-10,ML-200045,1,103.74,OH
MM-7000904,2026-05-07,ML-200100,2,112.36,WA
MM-7000905,2025-12-15,ML-200088,2,359.74,GA
MM-7000906,2026-01-12,ML-200008,1,17.27,FL
MM-7000907,2025-07-02,ML-200100,1,59.92,GA
MM-7000908,2026-02-11,ML-200009,1,139.09,TX
MM-7000909,2026-03-16,ML-200062,2,143.77,TX
MM-7000910,2025-07-01,ML-200039,1,41.24,GA
MM-7000911,2025-08-04,ML-200033,4,1420.26,NJ
MM-7000912,2026-01-28,ML-200078,4,627.83,PA
MM-7000913,2026-03-16,ML-200057,2,428.84,GA
MM-7000914,2025-09-06,ML-200074,1,24.47,TX
MM-7000915,2026-02-16,ML-200041,1,190.77,OH
MM-7000916,2025-10-10,ML-200047,4,1198.93,TX
MM-7000917,2026-01-30,ML-200092,1,295.45,OH
MM-7000918,2025-11-26,ML-200088,4,708.61,FL
MM-7000919,2026-04-01,ML-200016,2,469.75,NY
MM-7000920,2026-01-01,ML-200052,4,98.9,TX
MM-7000921,2025-10-25,ML-200051,3,1062.74,NY
MM-7000922,2026-04-27,ML-200043,3,188.91,OH
MM-7000923,2025-10-18,ML-200059,2,363.12,CA
MM-7000924,2026-03-25,ML-200062,1,71.04,IL
MM-7000925,2025-09-07,ML-200043,2,120.53,IL
MM-7000926,2026-01-06,ML-200044,3,713.1,PA
MM-7000927,2025-07-16,ML-200015,4,1002.57,IL
MM-7000928,2025-07-20,ML-200085,1,273.15,FL
MM-7000929,2025-11-26,ML-200020,4,311.18,WA
MM-7000930,2026-01-11,ML-200077,2,152.2,FL
MM-7000931,2025-07-24,ML-200062,3,218.36,FL
MM-7000932,2026-04-15,ML-200061,2,354.82,GA
MM-7000933,2025-10-26,ML-200063,4,481.19,PA
MM-7000934,2026-03-04,ML-200085,3,859.01,PA
MM-7000935,2025-06-22,ML-200082,3,214.59,GA
MM-7000936,2026-04-29,ML-200005,2,145.58,NJ
MM-7000937,2026-02-03,ML-200064,2,392.75,IL
MM-7000938,2025-07-08,ML-200056,1,228.29,GA
MM-7000939,2026-05-09,ML-200033,2,720.63,OH
MM-7000940,2025-07-11,ML-200074,1,24.42,WA
MM-7000941,2026-04-04,ML-200023,3,457.95,WA
MM-7000942,2026-05-11,ML-200094,4,118.83,NJ
MM-7000943,2025-12-22,ML-200052,1,24.18,WA
MM-7000944,2026-03-19,ML-200038,4,439.3,WA
MM-7000945,2025-11-09,ML-200072,1,79.31,TX
MM-7000946,2026-03-29,ML-200079,1,47.25,IL
MM-7000947,2026-03-07,ML-200076,4,312.99,OH
MM-7000948,2025-11-06,ML-200014,1,94.22,IL
MM-7000949,2025-06-24,ML-200005,2,145.92,WA
MM-7000950,2025-07-07,ML-200073,1,176.38,FL
MM-7000951,2025-10-29,ML-200058,1,81.5,IL
MM-7000952,2025-06-18,ML-200016,2,471.31,NY
MM-7000953,2025-06-09,ML-200058,4,335.83,NJ
MM-7000954,2026-04-20,ML-200033,4,1409.58,PA
MM-7000955,2026-03-26,ML-200034,2,79.75,GA
MM-7000956,2025-06-23,ML-200048,4,674.51,TX
MM-7000957,2026-04-27,ML-200078,1,159.33,TX
