ticketId,createdAt,closedAt,productRef,categoryId,priority,status,channel
HD-00246,2026-04-12T13:44:00,2026-04-22T08:44:00,Vanguard Gasket Set FKM Viton,2,normal,closed,phone
HD-00247,2026-05-22T16:25:41,2026-05-29T06:25:41,Titan Rocker Switch 20A,1,normal,closed,phone
HD-00248,2025-12-20T18:10:55,2025-12-29T09:10:55,Atlas IEC Power Connector 4-pos,5,normal,closed,web
HD-00249,2026-05-21T18:52:50,,Sterling Self-Tapping Screw M5 x 25mm,5,normal,open,phone
HD-00250,2026-03-23T16:20:47,,Titan Solenoid Valve 1in,1,normal,open,phone
HD-00251,2026-03-11T13:33:45,2026-03-20T20:33:45,Titan Solenoid Valve 1in,1,high,closed,email
HD-00252,2026-04-12T18:03:53,2026-04-21T08:03:53,Titan Solenoid Valve 1in,3,low,closed,web
HD-00253,2026-04-21T15:23:52,2026-04-30T17:23:52,Titan Carriage Bolt 1/4in x 1in,2,normal,closed,email
HD-00254,2026-04-03T15:41:35,,Atlas Stringer Pallet 1100x1100mm,2,high,open,web
HD-00255,2025-10-11T11:17:22,2025-10-20T20:17:22,Sterling Hydraulic Check Valve 3/4in,2,high,closed,phone
HD-00256,2026-02-24T18:40:07,2026-03-06T11:40:07,Titan Rocker Switch 20A,4,high,closed,phone
HD-00257,2026-02-15T12:21:28,,Titan Solenoid aVlve 1in,1,normal,open,web
HD-00258,2026-05-31T12:54:38,2026-06-06T09:54:38,Titan Solenoid Valve 1in,3,normal,closed,email
HD-00259,2025-11-16T14:33:34,2025-11-16T20:33:34,,3,high,closed,email
HD-00260,2025-11-06T10:03:38,2025-11-11T20:03:38,Atlas Hydrauli Check Valve 24V DC,1,high,closed,email
HD-00261,2026-02-16T14:09:31,2026-02-21T06:09:31,Titan Solenoid Valve 1in,1,normal,closed,email
HD-00262,2026-03-31T18:43:40,2026-04-04T19:43:40,Atlas O-Ring Kit 35x52x7,3,normal,closed,web
HD-00263,2026-03-01T14:47:05,,Titan Toggle Switch 25A 3-pole,1,high,open,web
HD-00264,2025-08-15T11:15:17,2025-08-17T00:15:17,Vanguard Nestable Pallet 42x42in,4,normal,closed,phone
HD-00265,2026-01-09T17:19:24,2026-01-15T08:19:24,Atlas Shaft Seal 35x52x7,2,normal,closed,phone
HD-00266,2025-07-04T18:48:55,2025-07-07T18:48:55,Sterlng Hex Cap Screw M6 x 30mm,4,normal,closed,phone
HD-00267,2026-02-22T15:30:32,,Titan Rocker Switch 20A,3,normal,open,phone
HD-00268,2026-03-15T13:48:38,2026-03-19T03:48:38,Titan Safety Goggles Wraparound,4,low,closed,email
HD-00269,2025-07-02T16:16:10,2025-07-05T07:16:10,Vanguard Coaxial Cable 305m Reel,1,low,closed,email
HD-00270,2026-05-25T15:20:41,,Titan Rocker Switch 20A,2,low,open,web
HD-00271,2025-12-18T12:39:26,2025-12-19T03:39:26,Sterling Pallet Wrap 18in 1500ft,1,normal,closed,phone
HD-00272,2026-03-23T12:15:44,2026-03-28T04:15:44,Titan Solenoid Valve 1in,2,high,closed,web
HD-00273,2025-08-17T11:36:06,2025-08-21T15:36:06,Vanguard Vented Safety Helmet Ratchet,4,normal,closed,phone
HD-00274,2026-05-19T10:03:53,2026-05-26T11:03:53,Titan Rocker Switch 20A,1,normal,closed,phone
HD-00275,2026-04-17T18:49:27,2026-04-27T17:49:27,Titan Solenoid Valve 1in,3,low,closed,email
HD-00276,2026-05-18T13:32:33,,,3,normal,open,email
HD-00277,2026-03-02T15:38:17,2026-03-06T17:38:17,Titan Rocker Switch 20A,1,high,closed,phone
HD-00278,2026-03-11T09:40:22,2026-03-11T17:40:22,Titan Rocker Switch 20A,1,normal,closed,phone
HD-00279,2026-05-07T17:13:49,2026-05-17T02:13:49,Vanguard Gasket Set 35x52x7,5,low,closed,web
HD-00280,2026-05-10T08:30:51,2026-05-15T00:30:51,Titan Rocker Switch 20A,3,normal,closed,email
HD-00281,2026-04-25T18:39:54,2026-05-05T06:39:54,Titan Rocker Switch 20A,1,normal,closed,email
HD-00282,2025-12-16T15:53:01,2025-12-20T15:53:01,,2,normal,closed,email
HD-00283,2026-04-12T17:11:32,2026-04-17T14:11:32,Vanguard Machine Screw #10 x 1-1/2in,3,normal,closed,email
HD-00284,2025-07-02T08:06:39,2025-07-05T07:06:39,Atlas Hydraulic Rod Seal PTFE 25pc,2,high,closed,email
HD-00285,2026-02-25T09:39:45,2026-03-04T10:39:45,Titan Rocker Switch 20A,1,urgent,closed,phone
HD-00286,2026-05-10T16:26:03,2026-05-12T01:26:03,Titan Rocker Switch 20A,2,high,closed,email
HD-00287,2026-02-22T14:28:23,2026-02-23T01:28:23,Vanguard Poly Sheeting 30in 2000ft,6,high,closed,web
HD-00288,2026-05-04T11:08:27,,Titan Rocker Switch 20A,1,normal,open,email
HD-00289,2026-04-17T09:26:38,2026-04-24T23:26:38,Titan Solenoid Valve 1in,6,normal,closed,web
HD-00290,2026-04-29T14:05:06,2026-04-29T22:05:06,Titan Rocker Switch 20A,1,normal,closed,email
HD-00291,2025-08-06T11:53:20,2025-08-16T06:53:20,Sterling Wood Screw M4 x 20mm,2,high,closed,email
HD-00292,2025-06-05T08:08:02,2025-06-15T02:08:02,Vanguard Poly Sheeting 30in 2000ft,2,urgent,closed,email
HD-00293,2026-05-15T18:23:02,,Titan Rocker Switch 20A,1,urgent,open,web
HD-00294,2026-05-21T11:13:55,2026-05-29T05:13:55,Titan Rocker Switch 20A,2,normal,closed,email
HD-00295,2026-05-25T12:56:58,2026-06-04T11:56:58,Vanguard Gasket Set 35x52x7,2,normal,closed,email
HD-00296,2026-01-23T16:06:08,2026-01-28T23:06:08,Meridian Shaft Seal 45x65x10,5,normal,closed,email
HD-00297,2026-01-04T14:23:21,,Vanguard Sleeve Anchor 1/2in x 4in,2,low,open,email
HD-00298,2025-06-16T08:11:25,2025-06-24T10:11:25,Atlas Stretch Wrap 24in Roll,4,normal,closed,email
HD-00299,2026-03-31T16:14:20,2026-04-10T07:14:20,Titan Rocker Switch 20A,1,high,closed,email
HD-00300,2025-07-14T11:18:00,2025-07-18T10:18:00,Titan Toggle Switch 25A 3-pole,2,normal,closed,email
HD-00301,2026-04-05T10:46:09,2026-04-08T20:46:09,Atlas Machine Screw M6 x 40mm,4,normal,closed,web
HD-00302,2026-04-14T11:50:45,,Titan Rocker Switch 20A,2,low,open,email
HD-00303,2025-12-15T18:14:17,2025-12-17T15:14:17,Atlas Gasket Set PTFE 25pc,6,low,closed,web
HD-00304,2026-01-28T11:44:29,2026-02-04T03:44:29,Vanguard Gasket Set FKM Viton,2,normal,closed,web
HD-00305,2025-10-12T17:31:34,2025-10-20T21:31:34,Atlas Stretch Wrap 24in Roll,4,normal,closed,email
HD-00306,2025-08-25T18:04:55,2025-08-29T13:04:55,Atlas Flange Bolt M6 x 30mm,6,high,closed,email
HD-00307,2025-09-25T11:00:18,2025-09-27T22:00:18,Titan Carriage Bolt 1/4in x 1ni,3,normal,closed,email
HD-00308,2026-04-26T12:45:55,,Titan Rocker Switch 20A,3,normal,open,phone
HD-00309,2025-07-11T16:02:50,2025-07-18T07:02:50,Meridian DIN Contactor Roller Lever,2,normal,closed,email
HD-00310,2026-03-19T09:16:14,2026-03-28T02:16:14,Atlas O-Ring Kit 45x65x10,4,urgent,closed,web
HD-00311,2026-04-11T14:07:48,2026-04-20T23:07:48,Titan Solenoid Valve 1in,1,urgent,closed,email
HD-00312,2026-04-11T09:51:20,2026-04-18T23:51:20,,2,normal,closed,web
HD-00313,2025-07-18T08:43:33,2025-07-27T23:43:33,Atlas Shaft Seal 35x52x7,1,urgent,closed,web
HD-00314,2026-03-19T14:23:53,2026-03-25T12:23:53,Atlas Machine Screw M4  x20mm,4,low,closed,email
HD-00315,2026-01-23T09:42:08,,Vanguard Suction Hose 3/4in x 12m,5,normal,open,email
HD-00316,2026-01-05T08:39:22,2026-01-06T07:39:22,Atlas Cat6 Ethernet Cable 305m Reel,4,normal,closed,email
HD-00317,2026-04-27T08:15:48,,Titan Solenoid Valve 1in,1,low,open,email
HD-00318,2025-08-28T12:27:57,2025-09-03T22:27:57,Vanguard Sleeve Anchor 1/2in x 4in,3,urgent,closed,phone
HD-00319,2026-04-26T12:31:53,,Titan Solenoid Valve 1ni,1,high,open,email
HD-00320,2026-04-28T14:41:45,2026-05-06T03:41:45,Titan Coaxial Cable 16 AWG 500ft,1,high,closed,email
HD-00321,2025-06-28T12:00:14,2025-06-29T08:00:14,Sterling Terminal Block 8-pin,2,normal,closed,phone
HD-00322,2026-04-16T12:35:52,2026-04-19T12:35:52,Titan Solenoid Valve 1in,4,urgent,closed,phone
HD-00323,2026-03-17T13:07:44,2026-03-24T22:07:44,Titan Rocker Switch 20A,1,normal,closed,email
HD-00324,2026-02-27T15:04:29,2026-03-05T11:04:29,Sterling Wedge Anchor M10,6,high,closed,email
HD-00325,2025-06-19T12:25:21,2025-06-25T11:25:21,Vanguard Self-Tapping Screw #8 x 1in,2,low,closed,web
HD-00326,2025-07-15T08:30:52,2025-07-23T11:30:52,Vanguard Flnge Bolt M10 x 60mm,1,high,closed,phone
HD-00327,2026-03-26T10:43:28,2026-03-30T00:43:28,Titan Solenoid Valve 1in,1,low,closed,email
HD-00328,2026-03-16T14:22:14,2026-03-20T22:22:14,Sterling Hydraulic Check Valve 3/4in,1,normal,closed,web
HD-00329,2025-10-16T10:41:41,2025-10-25T18:41:41,Titan Stretch Wrap 18i n1500ft,3,normal,closed,phone
HD-00330,2025-12-06T08:52:14,2025-12-10T05:52:14,Meridian Cut-Resistant Gloves Pair (L),1,normal,closed,email
HD-00331,2026-04-09T09:11:26,2026-04-11T16:11:26,Titan Solenoid Valve 1in,1,low,closed,phone
HD-00332,2025-07-11T08:49:28,2025-07-16T08:49:28,Vanguard Sleeve Anchor 1/2in x 4in,3,normal,closed,phone
HD-00333,2025-08-18T11:47:12,2025-08-24T20:47:12,Titan IEC Power Connector 12-pos,4,normal,closed,email
HD-00334,2026-02-23T10:01:28,,Titan Rocker Switch 20A,3,high,open,email
HD-00335,2025-08-25T14:34:45,2025-08-29T09:34:45,Atlas Hydraulic Rod Seal PTFE 25pc,1,normal,closed,web
HD-00336,2026-01-24T15:37:16,2026-01-24T19:37:16,Vanguard Heavy-Duty Carton 20x20x20in,2,low,closed,web
HD-00337,2025-06-10T14:46:58,2025-06-20T05:46:58,Sterling Hex Cap Screw M6 x 30mm,2,low,closed,email
HD-00338,2025-07-15T09:15:33,2025-07-22T10:15:33,Sterling Sleeve Anchor M12,2,normal,closed,phone
HD-00339,2026-02-08T17:42:25,2026-02-16T09:42:25,Vanguard SAE Hydraulic Hose 5/8in x 25m,5,normal,closed,web
HD-00340,2026-05-05T09:57:56,2026-05-13T03:57:56,Titan Solenoid Valve 1in,1,normal,closed,email
HD-00341,2025-10-09T18:02:02,2025-10-15T09:02:02,Sterling Stretch Wrap 20in 5000ft,1,normal,closed,email
HD-00342,2026-03-13T16:08:04,2026-03-19T23:08:04,Titan Rocker Switch 20A,1,normal,closed,phone
HD-00343,2026-03-29T11:26:06,2026-04-04T16:26:06,Titan Solenoid Valve 1in,2,high,closed,email
HD-00344,2026-02-09T13:39:43,2026-02-15T20:39:43,Meridian Drop-In Anchor 3/8in x 3in,4,normal,closed,phone
HD-00345,2026-02-13T14:36:15,2026-02-19T04:36:15,Vanguard Self-Tapping Screw #8 x 1in,1,normal,closed,web
HD-00346,2025-07-12T13:18:44,2025-07-18T05:18:44,Atlas O-Ring Kit 355x2x7,1,normal,closed,email
HD-00347,2026-01-23T16:08:55,2026-01-30T02:08:55,Atlas Full Brim Hard Hat Class E,1,low,closed,email
HD-00348,2025-06-24T14:04:57,2025-06-26T23:04:57,Sterling ocket Cap Screw M4 x 20mm,1,low,closed,phone
HD-00349,2026-05-14T10:30:28,2026-05-21T02:30:28,Titan Rocker Switch 20A,1,low,closed,web
HD-00350,2025-07-29T18:15:20,,Titan SAE Hydraulic Hose 1/2in x 15m,5,normal,open,phone
HD-00351,2025-09-17T13:05:58,2025-09-24T11:05:58,Sterling Flange Bolt M12 x 80mm,6,high,closed,email
HD-00352,2026-05-21T08:46:22,2026-05-23T04:46:22,Sterling Terminal Block 8-pin,2,high,closed,phone
HD-00353,2026-05-16T09:23:52,2026-05-23T13:23:52,Tian Rocker Switch 20A,4,normal,closed,web
HD-00354,2026-04-02T14:26:30,2026-04-10T23:26:30,Vanguard Poly Sheeting 18in 1500ft,2,high,closed,web
HD-00355,2026-05-07T17:58:51,2026-05-16T12:58:51,,1,normal,closed,email
HD-00356,2026-05-29T11:43:34,2026-06-07T23:43:34,Titan Rocker Switch 20A,6,normal,closed,phone
HD-00357,2026-05-14T12:44:34,2026-05-15T07:44:34,Sterling Wedge Anchor M10,3,normal,closed,phone
HD-00358,2025-08-02T09:29:55,2025-08-12T04:29:55,Sterling Self-Tapping Screw M5 x 25mm,1,high,closed,phone
HD-00359,2026-05-02T13:57:07,2026-05-08T12:57:07,Titan Solenoid Valve 1in,3,low,closed,email
HD-00360,2025-08-16T17:51:34,2025-08-21T09:51:34,Atlas Cat6 Ethernet Cable 305m Reel,2,normal,closed,phone
HD-00361,2025-07-26T17:36:43,2025-08-03T14:36:43,Titan RJ45 Connector 12-pos,4,low,closed,web
HD-00362,2026-05-18T11:08:07,2026-05-23T19:08:07,Titan Rocker Switch 20A,2,low,closed,phone
HD-00363,2026-04-03T12:20:01,2026-04-09T02:20:01,Titan Solenoid Valve 1in,6,normal,closed,web
HD-00364,2026-05-07T17:21:45,2026-05-15T04:21:45,Titan Rocker Switch 20A,3,normal,closed,email
HD-00365,2026-05-09T12:02:15,2026-05-13T02:02:15,Titan Rocker Switch 20A,1,normal,closed,phone
HD-00366,2025-12-03T09:47:36,2025-12-08T03:47:36,Vanguard Poly Sheeting 30in 2000ft,2,low,closed,web
HD-00367,2026-05-30T12:31:51,2026-06-07T11:31:51,Atlas Rocker Switch 10A,5,high,closed,email
HD-00368,2026-03-23T12:41:14,,Titan Rocker Switch 20A,1,high,open,phone
HD-00369,2026-02-25T15:11:55,,Titan Solenoid Valve 1in,4,high,open,web
HD-00370,2025-06-21T08:45:01,2025-06-27T17:45:01,Vanguard Brass Ball Valve 3000 psi,5,normal,closed,web
HD-00371,2026-05-25T14:07:17,2026-05-31T08:07:17,Titan Solenoid Valve 1in,4,normal,closed,email
HD-00372,2026-04-14T10:40:00,2026-04-16T09:40:00,Meridian Full Brim Hard Hat Class G Blue,5,normal,closed,phone
HD-00373,2025-07-31T13:38:52,2025-08-09T17:38:52,Sterling Nestable Pallet 1200x800mm,3,normal,closed,web
HD-00374,2025-10-15T12:27:59,2025-10-19T19:27:59,Sterling Nestable Pallet 1200x800mm,2,normal,closed,email
HD-00375,2026-02-17T08:25:51,,Titan Solenoid Valve 1in,2,normal,open,web
HD-00376,2025-06-13T15:00:32,2025-06-15T12:00:32,Vanguard Gasket Set 35x52x7,4,high,closed,email
HD-00377,2025-08-26T15:50:26,2025-09-05T00:50:26,Vanguard Hex Bolt 1/4in x 1in,2,normal,closed,web
HD-00378,2025-10-23T12:21:03,2025-10-30T15:21:03,Sterling Shrink Film 2mil 10ft,3,urgent,closed,phone
HD-00379,2025-10-25T13:14:52,2025-11-02T12:14:52,Stering Safety Goggles Clear,2,normal,closed,email
HD-00380,2026-04-12T17:48:22,2026-04-18T23:48:22,Titan Solenoid Valve 1in,1,normal,closed,email
HD-00381,2026-02-25T17:21:18,2026-03-06T04:21:18,Titan Rocker Switch 20A,1,urgent,closed,web
HD-00382,2025-10-04T18:05:36,,Atlas Cat6 Ethernet Cable 12 AWG 100ft,2,low,open,web
HD-00383,2026-03-24T12:00:33,2026-03-25T03:00:33,Vanguard Wedge Anchor M12,2,normal,closed,web
HD-00384,2025-12-19T16:52:50,2025-12-27T15:52:50,Atlas DIN Contactor 15A,1,high,closed,email
HD-00385,2025-09-02T13:47:35,2025-09-06T09:47:35,Titan Leather Work Gloves Pair (L),3,high,closed,email
HD-00386,2026-05-16T17:19:16,2026-05-24T23:19:16,Titan Rocker Switch 20A,3,normal,closed,email
HD-00387,2025-06-26T11:10:32,2025-07-01T12:10:32,Meridian Cut-Resistant Gloves Pair (L),2,low,closed,web
HD-00388,2026-05-31T15:07:05,2026-06-03T16:07:05,Sterling Cut-Resistant Gloves Box 100 (M),5,normal,closed,phone
HD-00389,2025-06-27T16:31:14,2025-07-06T02:31:14,Atlas Mchine Screw M6 x 40mm,1,normal,closed,email
HD-00390,2025-12-16T14:11:57,2025-12-21T07:11:57,Atlas Stretch Wrap 24in Roll,2,high,closed,email
HD-00391,2025-07-28T18:32:30,2025-08-02T21:32:30,Sterling THHN Wire 305m Reel,1,normal,closed,phone
HD-00392,2025-07-09T15:03:26,2025-07-13T04:03:26,,3,normal,closed,email
HD-00393,2026-02-27T13:31:06,2026-03-03T10:31:06,Vanguard Hex Bolt M12 x 80mm,5,normal,closed,web
HD-00394,2026-01-10T18:45:45,2026-01-12T01:45:45,Vanguard Brass Ball Valve 3000 psi,5,low,closed,email
HD-00395,2025-06-26T12:57:51,,Atlas Machine Screw M4 x 20mm,2,low,open,email
HD-00396,2025-06-26T10:31:25,,Titan Terminal Block 20A,3,normal,open,phone
HD-00397,2026-02-13T16:43:13,,Titan Solenoid Valve 1in,3,high,open,email
HD-00398,2025-08-27T10:06:00,2025-09-04T18:06:00,Vanguard Gasket Set FKM Viton,1,normal,closed,email
HD-00399,2025-10-13T12:55:20,2025-10-22T08:55:20,Sterling Self-Tapping Screw M5 x 25mm,6,urgent,closed,email
HD-00400,2026-05-24T12:07:26,,Titan Slenoid Valve 1in,1,high,open,email
HD-00401,2026-05-19T12:55:32,2026-05-20T23:55:32,Sterling Shrink Film 2mil 10ft,4,low,closed,email
HD-00402,2026-04-02T09:25:46,2026-04-05T02:25:46,Titan J45 Connector 12-pos,4,normal,closed,phone
HD-00403,2025-07-10T11:29:07,2025-07-18T09:29:07,Sterling Safety Goggles Claer,5,normal,closed,email
HD-00404,2026-04-09T13:10:14,2026-04-12T13:10:14,Titan Solenoid Valve 1in,6,normal,closed,email
HD-00405,2026-03-17T08:35:52,2026-03-24T18:35:52,Titan Solenoid Valve 1in,1,high,closed,email
HD-00406,2026-05-11T10:01:31,2026-05-13T11:01:31,Titan Solenoid Valve 1in,2,normal,closed,email
HD-00407,2026-05-26T17:44:42,2026-05-27T01:44:42,Meridian Splash Goggles Smoke Tint,2,low,closed,email
HD-00408,2026-05-29T13:07:33,2026-06-06T13:07:33,Titan Rocker Swtich 20A,3,low,closed,email
HD-00409,2025-06-13T18:42:11,2025-06-22T13:42:11,Atlas Hydraulic Check Valve 24V DC,2,high,closed,web
HD-00410,2026-05-27T13:06:43,2026-06-01T12:06:43,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-00411,2026-05-07T10:05:18,2026-05-10T20:05:18,Titan Rocker Switch 20A,3,normal,closed,web
HD-00412,2026-03-09T14:18:06,2026-03-13T11:18:06,Titan Rocker Switch 20A,3,low,closed,web
HD-00413,2025-06-06T18:57:48,2025-06-15T05:57:48,Sterling Leather Work Gloves Box 100 (L),4,low,closed,web
HD-00414,2025-11-14T13:08:42,2025-11-19T08:08:42,Atlas Cat6 Ethernet Cable 305m Reel,4,normal,closed,email
HD-00415,2025-10-08T12:18:25,2025-10-12T13:18:25,Vanguard Nestable Pallet 42x42in,2,low,closed,web
HD-00416,2026-02-25T15:07:55,2026-03-05T13:07:55,Titan Solenoid Valve 1in,2,normal,closed,email
HD-00417,2026-03-11T15:21:10,,Titan Solenoid Valve 1in,3,normal,open,phone
HD-00418,2026-05-23T09:34:20,,Atlas Stretch Wrap 24in Roll,2,normal,open,phone
HD-00419,2026-03-26T10:33:00,2026-03-30T19:33:00,Titan Solenoid Valve 1in,6,normal,closed,email
HD-00420,2025-12-22T17:07:30,2025-12-31T11:07:30,Atlas DIN Contactor 15A,3,low,closed,email
HD-00421,2026-03-08T16:36:35,2026-03-10T04:36:35,Titan Solenoid Valve 1in,3,urgent,closed,email
HD-00422,2026-05-25T12:32:24,2026-06-03T23:32:24,,4,high,closed,phone
HD-00423,2025-10-08T14:24:22,2025-10-17T16:24:22,Sterling Terminal Block 8-pin,5,normal,closed,web
HD-00424,2025-09-25T17:28:50,2025-10-01T20:28:50,Vanguard Heavy-Duty Carton 20x20x20in,2,low,closed,phone
HD-00425,2026-03-02T15:48:57,2026-03-10T22:48:57,Sterling Flange Bolt M12 x 80mm,1,normal,closed,email
HD-00426,2025-08-07T17:43:55,2025-08-08T10:43:55,Meridian Full Brim Hard Hat Class G Blue,1,urgent,closed,phone
HD-00427,2026-05-25T13:17:41,,Titan Solenoid Valve 1in,2,normal,open,email
HD-00428,2026-05-21T09:00:05,2026-05-24T04:00:05,Sterling Gate Valve 3/4in,5,low,closed,email
HD-00429,2025-08-07T14:39:34,2025-08-08T02:39:34,Vanguard Vented Safety Helmet Ratchet,2,high,closed,email
HD-00430,2025-06-27T13:31:04,2025-07-07T02:31:04,,2,low,closed,email
HD-00431,2026-04-24T15:39:26,2026-04-29T01:39:26,Titan Rocker Switch 20A,1,normal,closed,email
HD-00432,2026-03-01T08:29:14,2026-03-02T23:29:14,Titan Stretch Wrap 18in 1500ft,2,normal,closed,phone
HD-00433,2025-06-08T10:37:16,2025-06-11T20:37:16,Vanguard Gasket Set 35x52x7,5,low,closed,email
HD-00434,2025-06-27T09:23:05,2025-06-27T17:23:05,Meridian Wood Pallet 1200x800mm,3,normal,closed,email
HD-00435,2026-05-23T13:50:14,2026-05-25T22:50:14,Titan Solenoid Valev 1in,1,low,closed,email
HD-00436,2026-05-08T13:45:01,2026-05-16T16:45:01,Titan Rocker Switch 20A,3,normal,closed,web
HD-00437,2026-04-08T17:46:09,,Titan Solenoid Valve 1in,3,normal,open,web
HD-00438,2026-03-23T13:37:12,2026-03-24T15:37:12,Atlas DIN Contactor 15A,4,normal,closed,phone
HD-00439,2026-05-28T13:41:50,2026-06-04T19:41:50,Titan Solenoid Valve 1in,1,low,closed,phone
HD-00440,2025-11-19T13:35:18,2025-11-22T17:35:18,Vanguard Heavy-Duty Carton 20x20x20in,2,low,closed,email
HD-00441,2025-12-10T08:06:29,2025-12-19T23:06:29,Titan Toggle Switch 25A 3-pole,2,urgent,closed,email
HD-00442,2026-02-21T13:14:52,,Titan Rocker Switch 20A,2,low,open,email
HD-00443,2025-07-05T13:27:43,2025-07-12T23:27:43,,3,low,closed,web
HD-00444,2026-05-30T13:14:51,,Titan Solenoid Valve 1in,5,normal,open,email
HD-00445,2026-03-06T18:33:45,2026-03-14T05:33:45,Atlas Machine Screw M6 x 40mm,2,low,closed,email
HD-00446,2026-04-14T10:14:49,,Titan Solenoid Valve 1in,1,normal,open,email
HD-00447,2026-03-18T11:16:13,,Titan Rocker Switch 20A,3,normal,open,web
HD-00448,2026-03-26T12:38:31,,Titan Solenoid Valve 1in,2,normal,open,phone
HD-00449,2026-01-15T10:43:27,2026-01-17T19:43:27,Sterling Terminal Block 8-pin,2,low,closed,web
HD-00450,2026-05-02T13:06:14,2026-05-11T09:06:14,Titan Rocker Swicth 20A,1,low,closed,email
HD-00451,2026-04-01T17:09:08,2026-04-07T01:09:08,Sterling Safety Goggles Clear,5,low,closed,phone
HD-00452,2026-02-06T09:33:32,2026-02-12T15:33:32,Atlas Hydraulic Check Valve 24V DC,1,normal,closed,phone
HD-00453,2026-03-01T13:28:09,2026-03-09T22:28:09,Titan Terminal Block 20A,5,high,closed,web
HD-00454,2025-11-23T09:46:18,,Titan Coaxial Cable 16 AWG 500ft,4,normal,open,email
HD-00455,2025-07-14T14:24:15,2025-07-20T17:24:15,Sterling Safety Glasses Wraparound,4,low,closed,email
HD-00456,2026-05-30T11:11:58,2026-05-30T13:11:58,Titan Solenoid Valve 1in,2,high,closed,phone
HD-00457,2026-05-27T10:52:35,2026-05-31T01:52:35,Titan Rocker Switch 20A,1,urgent,closed,phone
HD-00458,2025-10-07T11:56:21,2025-10-11T23:56:21,Atlas Machine Screw M6 x 40mm,2,high,closed,phone
HD-00459,2025-06-25T10:06:12,2025-06-29T07:06:12,Titan Hydraulic Hose R2 1/2in x 15m,1,low,closed,web
HD-00460,2026-05-13T18:23:47,2026-05-20T06:23:47,Titan Anti-Fog Goggles Wraparound,2,normal,closed,email
HD-00461,2026-04-19T16:11:22,2026-04-21T09:11:22,Meridian Shaft Seal 45x65x10,2,normal,closed,email
HD-00462,2026-02-21T13:27:57,2026-02-26T09:27:57,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-00463,2026-03-20T10:24:41,,,1,low,open,phone
HD-00464,2026-03-11T09:54:08,2026-03-18T18:54:08,Titan Solenoid Valve 1in,2,low,closed,phone
HD-00465,2025-10-28T08:50:51,2025-10-31T08:50:51,Sterling Anti-Fog Goggles Indirect Vent,4,normal,closed,email
HD-00466,2025-09-30T14:09:01,2025-10-09T08:09:01,Meridian Cut-Resistant Gloves Pair (L),3,low,closed,web
HD-00467,2025-09-25T10:26:07,2025-10-01T00:26:07,MeridianDrop-In Anchor 3/8in x 3in,4,normal,closed,web
HD-00468,2025-12-14T10:00:45,2025-12-17T08:00:45,Meridian Shaft Seal 45x65x10,3,normal,closed,phone
HD-00469,2025-09-12T12:10:59,2025-09-20T00:10:59,Meridian Cut-Resistant Gloves Pair (L),2,normal,closed,phone
HD-00470,2026-03-08T16:12:26,,Titan Solenoid Valve 1in,1,low,open,web
HD-00471,2026-04-11T11:18:20,2026-04-19T07:18:20,Titan Hydraulic Rod Seal Assorted 200pc,4,normal,closed,phone
HD-00472,2025-08-16T16:00:35,2025-08-21T14:00:35,Atlas Machine Screw M6 x 40mm,2,low,closed,email
HD-00473,2026-05-24T16:46:30,,Titan Solenoid Valve 1in,1,high,open,web
HD-00474,2026-04-22T11:08:32,,Titan Solenoid Valve 1in,2,high,open,email
HD-00475,2026-04-03T15:28:47,2026-04-04T12:28:47,Titan Solenoid Valve 1in,1,normal,closed,phone
HD-00476,2026-02-14T18:43:50,2026-02-20T21:43:50,Titan Solenoid Valve 1in,1,normal,closed,web
HD-00477,2026-05-15T16:01:26,,Titan Rocker Switch 20A,2,normal,open,web
HD-00478,2026-04-10T18:12:12,2026-04-12T19:12:12,Sterling Socket Cap Screw M4 x 20mm,4,normal,closed,email
HD-00479,2025-08-21T12:21:14,,Vanguard Brass Ball Valve 1in,6,normal,open,web
HD-00480,2025-10-20T12:32:25,2025-10-25T10:32:25,Vanguard Poly Sheeting 18in 1500ft,5,urgent,closed,phone
